datetime,open,high,low,close,volume,price_macd,price_macd_signal,price_macd_hist,price_xlpl_phase,price_cross,volume_macd,volume_macd_signal,volume_macd_hist,volume_xlpl_phase,volume_cross,hlbw_trend,hlbw_macd,hlbw_macd_signal,hlbw_xlpl_phase,hlbw_cross,prophet_yhat,prophet_xlpl_phase,prophet_phase,prophet_cross,prophet_duration,long_entry_signal,short_entry_signal,long_exit_signal,short_exit_signal,pos,entry_price,highest_price,lowest_price,scaling_position,scaling_level,avg_entry_price
2025-01-03 13:45:00+08:00,8896.0,8897.0,8879.0,8889.0,10023.0,-10.058981813157516,-14.053096614014642,3.994114800857126,2,0,-327.63933164694754,-403.23839444699087,75.59906280004333,2,1,24.07181311598113,2.592559964193704,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 13:50:00+08:00,8889.0,8907.0,8889.0,8897.0,9951.0,-8.54988735472216,-12.218910503932038,3.6690231492098793,2,0,-212.88304625151613,-339.2386678421674,126.35562159065125,2,0,24.191521035432018,2.699297043383396,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 13:55:00+08:00,8898.0,8916.0,8898.0,8914.0,8609.0,-5.148302704239541,-9.86225747000843,4.713954765768889,2,0,-298.2093537978926,-325.2979782745396,27.088624476647,2,0,30.948112456622027,3.5737734482655235,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:00:00+08:00,8914.0,8924.0,8902.0,8921.0,7395.0,-1.756806727980802,-7.160664192986704,5.403857465005902,2,0,-506.1983930913084,-385.4832885925488,-120.71510449875962,4,-1,37.12937746113197,4.898890475976401,0.0,2,10,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:05:00+08:00,8920.0,8929.0,8915.0,8922.0,7593.0,0.7937834105669026,-4.509526735112084,5.303310145678987,2,0,-616.7652469092045,-462.5441956786727,-154.22105123053183,4,0,41.43378908545243,6.266723543699566,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:10:00+08:00,8922.0,8922.0,8909.0,8913.0,4831.0,1.4288216724635276,-2.530499351463244,3.9593210239267718,2,0,-1032.1697241544261,-652.3201421655402,-379.8495819888859,4,0,40.971299190579586,7.035442123384115,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:15:00+08:00,8911.0,8922.0,8903.0,8920.0,6187.0,2.734255575638599,-0.7759972038756071,3.5102527795142064,2,0,-1130.4366407256002,-811.5970087212824,-318.8396320043179,4,0,46.32628564848962,8.100028568657223,0.0,2,10,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:20:00+08:00,8919.0,8920.0,8905.0,8916.0,4048.0,3.086614739650031,0.5107729539113974,2.5758417857386338,2,0,-1447.2206483652599,-1023.3402690831894,-423.8803792820705,4,0,47.63932003285066,8.848650701689138,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:25:00+08:00,8916.0,8919.0,8903.0,8906.0,3947.0,1.9989309019601933,1.0057866823672212,0.993144219592972,2,0,-1652.18654883006,-1232.7111902116021,-419.4753586184579,4,0,43.54243521828709,8.675786599227749,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:30:00+08:00,8908.0,8908.0,8886.0,8890.0,7821.0,-0.8407211055073276,0.389295518411206,-1.2300166239185337,4,-1,-1269.5349112974236,-1244.8110076238981,-24.723903673525456,4,0,34.235782574653285,7.197623391145186,0.0,1,-1,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
