datetime,open,high,low,close,volume,price_macd,price_macd_signal,price_macd_hist,price_xlpl_phase,price_cross,volume_macd,volume_macd_signal,volume_macd_hist,volume_xlpl_phase,volume_cross,hlbw_trend,hlbw_macd,hlbw_macd_signal,hlbw_xlpl_phase,hlbw_cross,prophet_yhat,prophet_xlpl_phase,prophet_phase,prophet_cross,prophet_duration,long_entry_signal,short_entry_signal,long_exit_signal,short_exit_signal,pos,entry_price,highest_price,lowest_price,scaling_position,scaling_level,avg_entry_price
2024-10-09 13:45:00+08:00,9673.0,9695.0,9665.0,9688.0,3549.0,14.775493343086055,16.324807668880002,-1.5493143257939472,4,0,-359.2592233480441,-324.52706648672444,-34.73215686131965,1,-1,83.23225402803621,5.298493087190266,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 13:50:00+08:00,9688.0,9693.0,9682.0,9684.0,1617.0,14.048196782245213,15.56691853740056,-1.5187217551553474,4,0,-636.4059196958483,-427.9771207047533,-208.428798991095,4,0,83.95810347355243,4.558779829203971,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 13:55:00+08:00,9683.0,9684.0,9674.0,9680.0,1632.0,12.732141895521636,14.623688726671562,-1.8915468311499257,4,0,-816.3200683870291,-557.2698603390796,-259.05020804794947,4,0,83.15411118124301,3.8406654605614676,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 14:00:00+08:00,9680.0,9689.0,9675.0,9682.0,1687.0,11.791183854034898,13.681445758793915,-1.8902619047590168,4,0,-918.7655819627562,-677.7412862942411,-241.02429566851504,4,0,83.14959166303385,3.248072957375456,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 14:05:00+08:00,9683.0,9694.0,9664.0,9670.0,3516.0,9.355427642030918,12.240711172194152,-2.8852835301632336,4,0,-739.040216920092,-698.0430990093681,-40.99711791072389,4,0,80.14691204028314,2.386910645321194,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 14:10:00+08:00,9668.0,9684.0,9668.0,9680.0,1950.0,8.713710547865048,11.066491265515387,-2.3527807176503384,4,0,-795.7740458081416,-730.5098077682854,-65.2642380398562,4,0,81.02499656279588,1.8374014669411451,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 14:15:00+08:00,9680.0,9688.0,9655.0,9661.0,3556.0,5.666107390958132,9.26850709079571,-3.6023996998375782,4,0,-614.9757657374234,-691.9651468993834,76.98938116195995,3,1,76.95366054589715,0.8875498949886804,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 14:20:00+08:00,9660.0,9660.0,9638.0,9658.0,4588.0,3.01919673815064,7.185735416570006,-4.166538678419366,4,0,-343.6423134207439,-575.7923751465638,232.1500617258199,2,0,73.80718703096176,-0.21715951647254883,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 14:25:00+08:00,9658.0,9662.0,9644.0,9657.0,2607.0,0.9649542693841795,5.111728539319998,-4.146774269935818,4,0,-396.9279726319364,-516.0654527699336,119.13748013799716,2,0,72.12735423777359,-1.2010328862066473,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2024-10-09 14:30:00+08:00,9657.0,9657.0,9631.0,9636.0,3455.0,-3.167896812210529,2.3513602837529284,-5.519257095963457,4,0,-318.42593217276226,-450.1817817067587,131.75584953399647,2,0,64.29231929386494,-2.8553056491214335,0.0,4,-100,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
